nucid,n,z,mass_excess,mass_excess_num,mass_excess_unc,mass_excess_sys,mass_excess_round,mass_excess_round_unc,binding,binding_num,binding_unc,binding_sys,binding_round,binding_round_unc,beta_decay_en_round,beta_decay_en_round_unc,beta_decay_en,beta_decay_en_num,beta_decay_en_unc,beta_decay_en_sys,atomic_mass,atomic_mass_num,atomic_mass_unc,atomic_mass_sys,atomic_mass_round,atomic_mass_round_unc,s2n,s2n_num,s2n_unc,s2n_round,s2n_round_unc,s2n_sys,s2p,s2p_num,s2p_unc,s2p_round,s2p_round_unc,s2p_sys,qa,qa_num,qa_unc,qa_round,qa_round_unc,qa_sys,q2bm,q2bm_num,q2bm_unc,q2bm_round,q2bm_round_unc,q2bm_sys,qep,qep_num,qep_unc,qep_round,qep_round_unc,qep_sys,qbmn,qbmn_num,qbmn_unc,qbmn_round,qbmn_round_unc,qbmn_sys,sn,sn_num,sn_unc,sn_round,sn_round_unc,sn_sys,sp,sp_num,sp_unc,sp_round,sp_round_unc,sp_sys,q4bm,q4bm_num,q4bm_unc,q4bm_round,q4bm_round_unc,q4bm_sys,qda,qda_num,qda_unc,qda_round,qda_round_unc,qda_sys,qpa,qpa_num,qpa_unc,qpa_round,qpa_round_unc,qpa_sys,qna,qna_num,qna_unc,qna_round,qna_round_unc,qna_sys,qec_num,qec_unc,qec_round,qec_round_unc,qec
126CS,71,55,-84350.683,-84350.683,10.359,N,-84351,10,8399.2673,8399.2673,0.0822,N,8399.27,0.08,-1681,16,-1680.7697,-1680.7697,16.2322,N,125909445.821,125909445.821,11.120,N,125909446,11,18752.2587,18752.2587,13.8218,18752,14,N,11564.0703,11564.0703,10.6107,11564,11,N,-696.3170,-696.317,11.5820,-696,12,N,-9377.2073,-9377.2073,91.0985,-9377,91,N,-2803.6301,-2803.6301,10.4467,-2804,10,N,-12753.0251,-12753.0251,15.1040,-12753,15,N,8332.2587,8332.2587,12.9285,8332,13,N,4440.2933,4440.2933,10.4548,4440,10,N,14027.5289,14027.5289,10.4473,14028,10,N,5761.6300,5761.63,14.0782,5762,14,N,9238.3071,9238.3071,10.9949,9238,11,N,NULL,NULL,NULL,NULL,NULL,NULL,4795.704,10.359,4796,10,4795.704
126BA,70,56,-82669.913,-82669.913,12.497,N,-82670,12,8379.7187,8379.7187,0.0992,N,8379.72,0.10,-7696,91,-7696.4376,-7696.4376,91.3663,N,125911250.202,125911250.202,13.416,N,125911250,13,19722.7638,19722.7638,17.6739,19723,18,N,9580.4505,9580.4505,12.5709,9580,13,N,260.1590,260.159,16.7224,260,17,N,-11849.3481,-11849.3481,30.6120,-11849,31,N,-2759.5236,-2759.5236,12.5771,-2760,13,N,-16981.7389,-16981.7389,28.8450,-16982,29,N,11072.2554,11072.2554,16.6437,11072,17,N,5869.1421,5869.1421,14.6978,5869,15,N,9781.9542,9781.9542,15.4894,9782,15,N,3237.7985,3237.7985,17.4017,3238,17,N,8224.7466,8224.7466,15.7187,8225,16,N,NULL,NULL,NULL,NULL,NULL,NULL,1680.77,16.23,1681,16,1680.77
126LA,69,57,-74973.476,-74973.476,90.508,N,-74970,90,8312.4268,8312.4268,0.7183,N,8312.4,0.7,-4153,95,-4152.9106,-4152.9106,94.7235,N,125919512.667,125919512.667,97.163,N,125919510,100,20857.4947,20857.4947,106.7847,20857,107,N,7810.3574,7810.3574,90.9690,7810,91,N,746.3771,746.3771,96.5735,746,97,N,-14650,-14650,216,-14650,216,Y,1827.2955,1827.2955,90.8376,1827,91,N,-16387,-16387,216,-16387,216,Y,9285.3014,9285.3014,94.1673,9285,94,N,2593.4708,2593.4708,91.1727,2593,91,N,14827.1170,14827.117,91.3663,14827,91,N,5545.5427,5545.5427,91.3141,5546,91,N,11716.5830,11716.583,91.3141,11717,91,N,NULL,NULL,NULL,NULL,NULL,NULL,7696.437,91.367,7696,91,7696.437
126CE,68,58,-70820.565,-70820.565,27.945,N,-70821,28,8273.2581,8273.2581,0.2218,N,8273.26,0.22,-10497,198,-10497,-10497,198,Y,125923971.000,125923971,30.000,N,125923970,30,22047,22047,299,22047,299,Y,6308.7216,6308.7216,30.6120,6309,31,N,1363.4706,1363.4706,39.5199,1363,40,N,-17440,-17440,301,-17440,301,Y,1559.4397,1559.4397,30.0290,1559,30,N,-20822,-20822,301,-20822,301,Y,12234,12234,198,12234,198,Y,4350.0438,4350.0438,38.1676,4350,38,N,10148.8590,10148.859,63.1844,10149,63,N,2695,2695,198,2695,198,Y,10480.8002,10480.8002,30.4557,10481,30,N,NULL,NULL,NULL,NULL,NULL,NULL,4152.911,94.724,4153,95,4152.911
126PR,67,59,-60324,-60324,196,Y,-60320,200,8184,8184,2,Y,8184,2,-6943,358,-6943,-6943,358,Y,125935240,125935240,210,Y,125935240,210,23315,23315,446,23315,446,Y,4643,4643,204,4643,204,Y,1795,1795,357,1795,357,Y,-20574,-20574,537,-20574,537,Y,6147,6147,197,6147,197,Y,-20325,-20325,445,-20325,445,Y,10325,10325,358,10325,358,Y,955,955,277,955,277,Y,15303,15303,357,15303,357,Y,4827,4827,357,4827,357,Y,13974,13974,277,13974,277,Y,NULL,NULL,NULL,NULL,NULL,NULL,10496.565,197.982,10497,198,10496.565
126ND,66,60,-53380,-53380,300,Y,-53380,300,8122,8122,2,Y,8122,2,-13631,583,-13631,-13631,583,Y,125942694,125942694,322,Y,125942690,320,24693,24693,583,24693,583,Y,3042,3042,423,3042,423,Y,2069,2069,500,2069,500,Y,NULL,NULL,NULL,NULL,NULL,NULL,5989,5989,358,5989,358,Y,NULL,NULL,NULL,NULL,NULL,NULL,13382,13382,500,13382,500,Y,2599,2599,424,2599,424,Y,10482,10482,500,10482,500,Y,1714,1714,500,1714,500,Y,12552,12552,423,12552,423,Y,NULL,NULL,NULL,NULL,NULL,NULL,6944,358.3,6944,358,6944.0
127RH,82,45,-33730,-33730,600,Y,-33730,600,8060,8060,5,Y,8060,5,13490,780,13490,13490,781,Y,126963789,126963789,644,Y,126963790,640,8043,8043,781,8043,781,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24919,24919,632,24919,632,Y,NULL,NULL,NULL,NULL,NULL,NULL,9988,9988,721,9988,721,Y,4602,4602,781,4602,781,Y,NULL,NULL,NULL,NULL,NULL,NULL,5350,5350,671,5350,671,Y,4723,4723,848,4723,848,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
127PD,81,46,-47220,-47220,500,Y,-47220,500,8160,8160,4,Y,8160,4,11430,540,11429,11429,539,Y,126949307,126949307,537,Y,126949310,540,9403,9403,640,9403,640,Y,33429,33429,583,33429,583,Y,-13095,-13095,707,-13095,707,Y,21521,21521,500,21521,500,Y,NULL,NULL,NULL,NULL,NULL,NULL,5429,5429,539,5429,539,Y,3501,3501,640,3501,640,Y,17309,17309,707,17309,707,Y,5320,5320,707,5320,707,Y,2354,2354,640,2354,640,Y,-7984,-7984,781,-7984,781,Y,NULL,NULL,NULL,NULL,NULL,NULL,-13490,781.0,-13490,781,-13490.0
127AG,80,47,-58650,-58650,200,Y,-58650,200,8244,8244,2,Y,8244,2,10090,200,10092,10092,200,Y,126937037,126937037,215,Y,126937040,220,10272,10272,477,10272,477,Y,31398,31398,539,31398,539,Y,-11884,-11884,447,-11884,447,Y,18230,18230,201,18230,201,Y,-28738,-28738,539,-28738,539,Y,5535,5535,200,5535,200,Y,6001,6001,283,6001,283,Y,14148,14148,447,14148,447,Y,6021,6021,447,6021,447,Y,4614,4614,361,4614,361,Y,-8293,-8293,447,-8293,447,Y,NULL,NULL,NULL,NULL,NULL,NULL,-11430,538.5,-11430,539,-11430.0
127CD,79,48,-68741.199,-68741.199,6.200,N,-68741,6,8316.8971,8316.8971,0.0488,N,8316.90,0.05,8139,12,8138.6978,8138.6978,11.7675,N,126926203.291,126926203.291,6.656,N,126926203,7,11535.7451,11535.7451,6.8398,11536,7,N,29360,29360,400,29360,400,Y,-10736.3665,-10736.3665,789.4656,-10736,789,N,14728.3788,14728.3788,11.1156,14728,11,N,-24240,-24240,400,-24240,400,Y,996.8599,996.8599,7.4844,997,7,N,4556.7901,4556.7901,6.6146,4557,7,N,15310,15310,200,15310,200,Y,6489.5470,6489.547,433.1891,6490,433,N,2352.8068,2352.8068,251.5798,2353,252,N,-4695,-4695,300,-4695,300,Y,NULL,NULL,NULL,NULL,NULL,NULL,-10091.199,200.096,-10091,200,-10091.199
127IN,78,49,-76879.897,-76879.897,10.001,N,-76880,10,8374.8212,8374.8212,0.0788,N,8374.82,0.08,6590,12,6589.6810,6589.681,12.0260,N,126917466.040,126917466.04,10.736,N,126917466,11,12610.2251,12610.2251,10.1568,12610,10,N,26937.8999,26937.8999,433.2602,26938,433,N,-9736.2320,-9736.232,34.1019,-9736,34,N,9818.3971,9818.3971,11.1383,9818,11,N,-23448,-23448,201,-23448,201,Y,1063.9206,1063.9206,14.6335,1064,15,N,7141.8378,7141.8378,10.8443,7142,11,N,11913.1408,11913.1408,10.2633,11913,10,N,7179.0003,7179.0003,10.4099,7179,10,N,4683.5948,4683.5948,10.3360,4684,10,N,-5003.5440,-5003.544,251.7022,-5004,252,N,NULL,NULL,NULL,NULL,NULL,NULL,-8138.698,11.767,-8139,12,-8138.698
127SN,77,50,-83469.578,-83469.578,9.226,N,-83470,9,8420.5482,8420.5482,0.0726,N,8420.55,0.07,3229,10,3228.7160,3228.716,10.1668,N,126910391.726,126910391.726,9.904,N,126910392,10,13718.5567,13718.5567,9.2949,13719,9,N,24699.4299,24699.4299,9.6669,24699,10,N,-8480.3104,-8480.3104,9.6113,-8480,10,N,4810.9190,4810.919,9.2977,4811,9,N,-18502.8219,-18502.8219,9.5088,-18503,10,N,-5147.7604,-5147.7604,33.1490,-5148,33,N,5525.7604,5525.7604,14.1016,5526,14,N,12949.1719,12949.1719,10.1332,12949,10,N,7653.5370,7653.537,9.3938,7654,9,N,2262.2557,2262.2557,31.9198,2262,32,N,-1123.7392,-1123.7392,9.5872,-1124,10,N,NULL,NULL,NULL,NULL,NULL,NULL,-6589.681,13.607,-6590,14,-6589.681
127SB,76,51,-86698.294,-86698.294,5.083,N,-86698,5,8439.8110,8439.811,0.0400,N,8439.81,0.04,1582,5,1582.2030,1582.203,4.9102,N,126906925.557,126906925.557,5.457,N,126906926,5,14585.8361,14585.8361,5.3521,14586,5,N,20863.9282,20863.9282,5.3826,20864,5,N,-5694.1761,-5694.1761,20.4319,-5694,20,N,2284.9229,2284.9229,6.0636,2285,6,N,-16177.8879,-16177.8879,6.5887,-16178,7,N,-4705.4443,-4705.4443,4.9132,-4705,5,N,8376.4764,8376.4764,32.1992,8376,32,N,7972.1294,7972.1294,11.6956,7972,12,N,9906.1705,9906.1705,4.9323,9906,5,N,6397.2367,6397.2367,4.9283,6397,5,N,-184.1133,-184.1133,30.9599,-184,31,N,NULL,NULL,NULL,NULL,NULL,NULL,-3228.716,10.534,-3229,11,-3228.716
127TE,75,52,-88280.497,-88280.497,1.365,N,-88280.5,1.4,8446.1090,8446.109,0.0108,N,8446.109,0.011,703,4,702.7199,702.7199,3.5652,N,126905226.993,126905226.993,1.465,N,126905227.0,1.5,15401.3391,15401.3391,0.1959,15401.34,0.20,N,16964.7816,16964.7816,0.4796,16964.8,0.5,N,-2890.7301,-2890.7301,2.4261,-2890.7,2.4,N,40.3864,40.3864,4.0450,40,4,N,-9554.3324,-9554.3324,10.6156,-9554,11,N,-8441.3184,-8441.3184,3.6744,-8441,4,N,6287.6472,6287.6472,0.1788,6287.65,0.18,N,9176.3324,9176.3324,31.8228,9176,32,N,10685.4041,10685.4041,2.1303,10685.4,2.1,N,4202.6271,4202.6271,0.2380,4202.63,0.24,N,5597.3808,5597.3808,0.4359,5597.4,0.4,N,NULL,NULL,NULL,NULL,NULL,NULL,-1582.203,5.263,-1582,5,-1582.203
127I,74,53,-88983.217,-88983.217,3.621,N,-88983,4,8445.4820,8445.482,0.0285,N,8445.482,0.029,-662.3,2.0,-662.3336,-662.3336,2.0442,N,126904472.592,126904472.592,3.887,N,126904473,4,16289.8290,16289.829,3.5638,16290,4,N,15306.0650,15306.065,4.1469,15306,4,N,-2185.2421,-2185.2421,3.5651,-2185,4,N,-2743.1898,-2743.1898,6.2505,-2743,6,N,-9879.0523,-9879.0523,32.0195,-9879,32,N,-7908.1479,-7908.1479,3.6209,-7908,4,N,9144.0384,9144.0384,2.7399,9144.0,2.7,N,6208.0202,6208.0202,3.5630,6208,4,N,10749.3842,10749.3842,3.5633,10749,4,N,6404.9801,6404.9801,3.5633,6405,4,N,4282.2542,4282.2542,3.5657,4282,4,N,NULL,NULL,NULL,NULL,NULL,NULL,-702.72,3.87,-703,4,-702.72
127XE,73,54,-88320.883,-88320.883,4.088,N,-88321,4,8434.1066,8434.1066,0.0322,N,8434.11,0.03,-2081,6,-2080.8562,-2080.8562,6.4115,N,126905183.636,126905183.636,4.388,N,126905184,4,17264.1586,17264.1586,4.0650,17264,4,N,13877.0314,13877.0314,4.0433,13877,4,N,-1574.8214,-1574.8214,4.0444,-1575,4,N,-5502.9282,-5502.9282,12.0702,-5503,12,N,-5545.6866,-5545.6866,4.0430,-5546,4,N,-12041.5183,-12041.5183,11.1362,-12042,11,N,7245.8143,7245.8143,4.0881,7246,4,N,7699.3578,7699.3578,3.3980,7699,3,N,11225.9477,11225.9477,4.0437,11226,4,N,3907.7268,3907.7268,4.4503,3908,4,N,7849.6607,7849.6607,4.0433,7850,4,N,NULL,NULL,NULL,NULL,NULL,NULL,662.334,5.461,662,5,662.334
127CS,72,55,-86240.027,-86240.027,5.578,N,-86240,6,8411.5617,8411.5617,0.0439,N,8411.56,0.04,-3422,13,-3422.0719,-3422.0719,12.6525,N,126907417.527,126907417.527,5.987,N,126907418,6,18292.9208,18292.9208,9.5300,18293,10,N,11981.9452,11981.9452,5.7008,11982,6,N,-722.3549,-722.3549,6.6534,-722,7,N,-8343.9105,-8343.9105,26.5916,-8344,27,N,-5618.5015,-5618.5015,6.4402,-5619,6,N,-11641.4317,-11641.4317,13.6854,-11641,14,N,9960.6620,9960.662,11.7648,9961,12,N,4382.6111,4382.6111,5.5775,4383,6,N,11670.1408,11670.1408,5.7158,11670,6,N,6291.4331,6291.4331,5.7019,6291,6,N,6770.9300,6770.93,5.9960,6771,6,N,NULL,NULL,NULL,NULL,NULL,NULL,2080.856,6.916,2081,7,2080.856
127BA,71,56,-82817.955,-82817.955,11.357,N,-82818,11,8378.4560,8378.456,0.0894,N,8378.46,0.09,-4922,28,-4921.8386,-4921.8386,27.7403,N,126911091.272,126911091.272,12.192,N,126911091,12,19291.6152,19291.6152,15.8053,19292,16,N,10196.5364,10196.5364,11.4446,10197,11,N,5.3868,5.3868,14.8281,5,15,N,-10838.6112,-10838.6112,31.0293,-10839,31,N,-960.5392,-960.5392,11.3569,-961,11,N,-15915.7974,-15915.7974,91.2174,-15916,91,N,8219.3598,8219.3598,16.8867,8219,17,N,5756.2431,5756.2431,15.3714,5756,15,N,11982.5943,11982.5943,13.7412,11983,14,N,3787.1606,3787.1606,14.5849,3787,15,N,10495.8520,10495.852,11.4377,10496,11,N,NULL,NULL,NULL,NULL,NULL,NULL,3422.072,12.653,3422,13,3422.072
127LA,70,57,-77896.116,-77896.116,26.000,N,-77896,26,8333.5412,8333.5412,0.2047,N,8333.54,0.20,-5917,39,-5916.7727,-5916.7727,38.8567,N,126916375.083,126916375.083,27.912,N,126916375,28,20279.2602,20279.2602,36.7676,20279,37,N,8384.3163,8384.3163,27.1265,8384,27,N,722.6242,722.6242,28.6817,723,29,N,-13353,-13353,197,-13353,197,Y,-834.4046,-834.4046,27.9876,-834,28,N,-15146.8694,-15146.8694,38.1696,-15147,38,N,10993.9588,10993.9588,94.1681,10994,94,N,2515.1743,2515.1743,28.8476,2515,29,N,12483.6665,12483.6665,28.2282,12484,28,N,6057.7244,6057.7244,28.8476,6058,29,N,9491.3461,9491.3461,27.5635,9491,28,N,NULL,NULL,NULL,NULL,NULL,NULL,4921.839,28.372,4922,28,4921.839
127CE,69,58,-71979.344,-71979.344,28.876,N,-71979,29,8280.7922,8280.7922,0.2274,N,8280.79,0.23,-7436,198,-7436,-7436,198,Y,126922727.000,126922727,31.000,N,126922730,30,21464,21464,198,21464,198,Y,6888.3100,6888.31,30.8978,6888,31,N,1250.7035,1250.7035,31.3126,1251,31,N,-16069,-16069,301,-16069,301,Y,3401.5984,3401.5984,31.4647,3402,31,N,-19727,-19727,198,-19727,198,Y,9230.0967,9230.0967,40.1840,9230,40,N,4294.8392,4294.8392,95.0025,4295,95,N,12490.9556,12490.9556,38.8548,12491,39,N,3143.3285,3143.3285,63.6018,3143,64,N,12756.8440,12756.844,31.4647,12757,31,N,NULL,NULL,NULL,NULL,NULL,NULL,5916.772,38.856,5917,39,5916.772
127PR,68,59,-64543,-64543,196,Y,-64540,200,8216,8216,2,Y,8216,2,-8633,358,-8633,-8633,358,Y,126930710,126930710,210,Y,126930710,210,22616,22616,358,22616,358,Y,5362,5362,197,5362,197,Y,1683,1683,277,1683,277,Y,-19233,-19233,445,-19233,445,Y,3141,3141,216,3141,216,Y,-19234,-19234,358,-19234,358,Y,12291,12291,277,12291,277,Y,1012,1012,198,1012,198,Y,12825,12825,277,12825,277,Y,5237,5237,357,5237,357,Y,11362,11362,204,11362,204,Y,NULL,NULL,NULL,NULL,NULL,NULL,7436.344,198.116,7436,198,7436.344
127ND,67,60,-55910,-55910,300,Y,-55910,300,8142,8142,2,Y,8142,2,-10600,500,-10600,-10600,500,Y,126939978,126939978,322,Y,126939980,320,23983,23983,500,23983,500,Y,3830,3830,358,3830,358,Y,1951,1951,423,1951,423,Y,NULL,NULL,NULL,NULL,NULL,NULL,7621,7621,301,7621,301,Y,-24232,-24232,583,-24232,583,Y,10601,10601,424,10601,424,Y,2876,2876,358,2876,358,Y,12871,12871,424,12871,424,Y,2105,2105,500,2105,500,Y,14652,14652,423,14652,423,Y,NULL,NULL,NULL,NULL,NULL,NULL,8633,358.3,8633,358,8633.0
128RH,83,45,-27340,-27340,300,Y,-27340,300,8010,8010,2,Y,8010,2,17050,580,17050,17050,583,Y,127970649,127970649,322,Y,127970650,320,6283,6283,583,6283,583,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27370,27370,424,27370,424,Y,NULL,NULL,NULL,NULL,NULL,NULL,11809,11809,583,11809,583,Y,1681,1681,671,1681,671,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5893,5893,424,5893,424,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
128PD,82,46,-44390,-44390,500,Y,-44390,500,8137,8137,4,Y,8137,4,10320,580,10320,10320,583,Y,127952345,127952345,537,Y,127952350,540,8743,8743,640,8743,640,Y,NULL,NULL,NULL,NULL,NULL,NULL,-13226,-13226,781,-13226,781,Y,22848,22848,500,22848,500,Y,NULL,NULL,NULL,NULL,NULL,NULL,6188,6188,539,6188,539,Y,5241,5241,707,5241,707,Y,17949,17949,781,17949,781,Y,3521,3521,707,3521,707,Y,2303,2303,707,2303,707,Y,-10374,-10374,583,-10374,583,Y,NULL,NULL,NULL,NULL,NULL,NULL,-17050,583.0,-17050,583,-17050.0
128AG,81,47,-54710,-54710,300,Y,-54710,300,8211,8211,2,Y,8211,2,12530,300,12528,12528,300,Y,127941266,127941266,322,Y,127941270,320,10133,10133,361,10133,361,Y,32088,32088,583,32088,583,Y,-12425,-12425,500,-12425,500,Y,19480,19480,300,19480,300,Y,-28269,-28269,671,-28269,671,Y,5960,5960,300,5960,300,Y,4132,4132,361,4132,361,Y,14779,14779,583,14779,583,Y,7791,7791,500,7791,500,Y,4113,4113,500,4113,500,Y,-7234,-7234,583,-7234,583,Y,NULL,NULL,NULL,NULL,NULL,NULL,-10320,583.0,-10320,583,-10320.0
128CD,80,48,-67238.245,-67238.245,6.432,N,-67238,6,8303.2367,8303.2367,0.0503,N,8303.24,0.05,6952,7,6951.8716,6951.8716,6.5665,N,127927816.778,127927816.778,6.905,N,127927817,7,11125.1541,11125.1541,6.8321,11125,7,N,30026,30026,400,30026,400,Y,-11263,-11263,300,-11263,300,Y,16123.1847,16123.1847,18.8154,16123,19,N,-27307,-27307,500,-27307,500,Y,1570.3337,1570.3337,11.8911,1570,12,N,6568.3641,6568.3641,8.9340,6568,9,N,15878,15878,200,15878,200,Y,4193,4193,200,4193,200,Y,2145.7492,2145.7492,433.1925,2146,433,N,-7632,-7632,400,-7632,400,Y,NULL,NULL,NULL,NULL,NULL,NULL,-12528.245,300.069,-12528,300,-12528.245
128IN,79,49,-74190.117,-74190.117,1.322,N,-74190.1,1.3,8351.4361,8351.4361,0.0103,N,8351.436,0.010,9171,18,9171.3131,9171.3131,17.7194,N,127920353.637,127920353.637,1.419,N,127920353.6,1.4,12523.3758,12523.3758,4.3953,12523,4,N,28048,28048,200,28048,200,Y,-10385.0819,-10385.0819,251.5069,-10385,252,N,10439.7350,10439.735,18.8194,10440,19,N,-22829,-22829,200,-22829,200,Y,1208.1431,1208.1431,9.3191,1208,9,N,5381.5379,5381.5379,10.0883,5382,10,N,12737.8887,12737.8887,6.3398,12738,6,N,8776.4174,8776.4174,2.6563,8776.4,2.7,N,4022.0286,4022.0286,3.1760,4022,3,N,-4023.7755,-4023.7755,433.1468,-4024,433,N,NULL,NULL,NULL,NULL,NULL,NULL,-6951.872,6.566,-6952,7,-6951.872
128SN,78,50,-83361.430,-83361.43,17.682,N,-83361,18,8416.9749,8416.9749,0.1381,N,8416.97,0.14,1268,13,1268.4219,1268.4219,13.3175,N,127910507.828,127910507.828,18.982,N,127910508,19,13488.9304,13488.9304,20.6600,13489,21,N,25683.6449,25683.6449,17.8314,25684,18,N,-9086.9092,-9086.9092,17.8733,-9087,18,N,5632.3638,5632.3638,17.6841,5632,18,N,-21909.2018,-21909.2018,18.7375,-21909,19,N,-4734.4540,-4734.454,18.3969,-4734,18,N,7963.1700,7963.17,19.9438,7963,20,N,13770.5040,13770.504,20.3145,13771,20,N,5158.7543,5158.7543,18.1720,5159,18,N,1914.9332,1914.9332,17.7703,1915,18,N,-4366.9375,-4366.9375,17.9162,-4367,18,N,NULL,NULL,NULL,NULL,NULL,NULL,-9171.313,17.731,-9171,18,-9171.313
128SB,77,51,-84629.852,-84629.852,18.788,N,-84630,19,8420.7724,8420.7724,0.1468,N,8420.77,0.15,4364,19,4363.9419,4363.9419,18.7862,N,127909146.121,127909146.121,20.169,N,127909146,20,14379.3523,14379.3523,36.9749,14379,37,N,21398.4167,21398.4167,19.2495,21398,19,N,-6186.9891,-6186.9891,35.8734,-6187,36,N,3108.1785,3108.1785,19.1324,3108,19,N,-15038.9259,-15038.9259,21.2837,-15039,21,N,-4420.6729,-4420.6729,18.8355,-4421,19,N,6002.8758,6002.8758,19.4616,6003,19,N,8449.2449,8449.2449,20.9302,8449,21,N,12096.0909,12096.0909,21.6135,12096,22,N,6127.8608,6127.8608,18.8330,6128,19,N,1428.8583,1428.8583,18.8707,1429,19,N,NULL,NULL,NULL,NULL,NULL,NULL,-1268.422,25.8,-1268,26,-1268.422
128TE,76,52,-88993.794,-88993.794,0.706,N,-88993.8,0.7,8448.7536,8448.7536,0.0055,N,8448.754,0.006,-1256,4,-1255.7634,-1255.7634,3.6807,N,127904461.237,127904461.237,0.758,N,127904461.2,0.8,15072.2620,15072.262,1.4923,15072.3,1.5,N,17556.6002,17556.6002,10.7064,17557,11,N,-3187.2340,-3187.234,1.4587,-3187.2,1.5,N,866.7407,866.7407,0.7063,866.7,0.7,N,-12813.1868,-12813.1868,9.2518,-12813,9,N,-8081.8949,-8081.8949,3.6805,-8082,4,N,8784.6148,8784.6148,1.5027,8784.6,1.5,N,9584.4707,9584.4707,5.1223,9584,5,N,8110.1490,8110.149,31.8532,8110,32,N,4125.3555,4125.3555,2.5928,4125.4,2.6,N,2546.2660,2546.266,1.4723,2546.3,1.5,N,NULL,NULL,NULL,NULL,NULL,NULL,-4363.942,18.801,-4364,19,-4363.942
128I,75,53,-87738.030,-87738.03,3.621,N,-87738,4,8432.8309,8432.8309,0.0283,N,8432.831,0.028,2123,4,2122.5041,2122.5041,3.6211,N,127905809.355,127905809.355,3.887,N,127905809,4,15970.1698,15970.1698,2.7403,15970.2,2.7,N,15922.8368,15922.8368,32.0196,15923,32,N,-2543.8773,-2543.8773,3.5659,-2544,4,N,-1806.2575,-1806.2575,6.4820,-1806,6,N,-8328.7073,-8328.7073,6.0638,-8329,6,N,-7488.4650,-7488.465,2.0448,-7488.5,2.0,N,6826.1315,6826.1315,0.0471,6826.13,0.05,N,6746.5044,6746.5044,3.5654,6747,4,N,13036.9445,13036.9445,3.5632,13037,4,N,6147.8189,6147.8189,3.5635,6148,4,N,6163.4659,6163.4659,4.1471,6163,4,N,NULL,NULL,NULL,NULL,NULL,NULL,1255.764,3.689,1256,4,1255.764
128XE,74,54,-89860.53427,-89860.53427,0.00520,N,-89860.534,0.005,8443.3008,8443.3008,0.0003,N,8443.301,"0.5 eV",-3929,5,-3928.7617,-3928.7617,5.3762,N,127903530.75341,127903530.75341,0.00558,N,127903530.753,0.006,16856.7835,16856.7835,0.0025,16856.7835,0.0025,N,14374.3088,14374.3088,1.3536,14374.3,1.4,N,-1761.3085,-1761.3085,1.3517,-1761.3,1.4,N,-4491.3787,-4491.3787,1.6104,-4491.4,1.6,N,-8869.0085,-8869.0085,1.3650,-8869.0,1.4,N,-11691.8254,-11691.8254,5.5775,-11692,6,N,9610.9692,9610.9692,4.0881,9611,4,N,8166.2886,8166.2886,3.6209,8166,4,N,8760.7692,8760.7692,3.7779,8761,4,N,3839.5448,3839.5448,1.3532,3839.5,1.4,N,4807.6618,4807.6618,1.3519,4807.7,1.4,N,NULL,NULL,NULL,NULL,NULL,NULL,-2122.504,3.621,-2123,4,-2122.504
128CS,73,55,-85931.773,-85931.773,5.376,N,-85932,5,8406.4953,8406.4953,0.0420,N,8406.50,0.04,-563,6,-562.6171,-562.6171,5.6122,N,127907748.452,127907748.452,5.771,N,127907748,6,17723.7258,17723.7258,11.6707,17724,12,N,12599.2183,12599.2183,6.5709,12599,7,N,-992.1338,-992.1338,5.8471,-992,6,N,-7306.3337,-7306.3337,54.7126,-7306,55,N,-4237.5269,-4237.5269,6.4819,-4238,6,N,-11185.1357,-11185.1357,12.5651,-11185,13,N,7763.0638,7763.0638,7.7468,7763,8,N,4899.8605,4899.8605,6.7540,4900,7,N,13925.4213,13925.4213,5.3762,13925,5,N,6131.6433,6131.6433,5.5593,6132,6,N,8550.6535,8550.6535,5.5439,8551,6,N,NULL,NULL,NULL,NULL,NULL,NULL,3928.761,5.376,3929,5,3928.761
